order_id,customer_id,order_date,order_total,payment_method,delivery_partner_id,store_id,hour,day,month,weekday,product_id,quantity,unit_price,total_price,product_name,category,brand,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,promised_time,actual_time,delivery_time_minutes,distance_km,reasons_if_delayed,is_delayed,delay_minutes,feedback_id,rating,feedback_text,feedback_category,sentiment,feedback_date,promised_duration_minutes,actual_duration_minutes,delivery_efficiency,order_size,is_peak,delay_category,delivery_status,delay_bucket,order_value_bucket
4455336265,43431724,2023-08-30 19:37:06,2362.33,UPI,64046,3784,19,30,8,Wednesday,753354,3,423.56,1270.68,Shampoo,Personal Care,Sant-Mahajan,651.63,35.0,365,20,52,Rohtak,217110,2023-11-26,New,2,813.0,2023-08-30 19:47:06,2023-08-30 19:45:06,-2.0,0.76,On Time,False,0.0,1837573,2,Taste was not as expected.,Delivery,Negative,2023-08-30,10.0,8.0,1.25,3,True,Low Delay,On Time / Early,0-5 min,Medium
3539286337,77559557,2023-04-25 20:32:24,1463.8,Wallet,94899,2463,20,25,4,Tuesday,684939,1,727.95,727.95,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",1119.92,35.0,365,22,50,Madurai,639717,2023-08-28,New,9,601.15,2023-04-25 20:44:24,2023-04-25 20:39:24,-5.0,3.68,On Time,False,0.0,258023,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-04-25,12.0,7.0,1.7142857142857142,1,True,Low Delay,On Time / Early,0-5 min,Medium
9171116867,87107263,2023-10-22 11:15:33,822.63,Card,73907,6899,11,22,10,Sunday,500739,3,359.98,1079.94,Bread,Dairy & Breakfast,Aggarwal Group,449.98,20.0,7,18,81,Vijayawada,784029,2024-10-02,Inactive,9,1659.56,2023-10-22 11:25:33,2023-10-22 11:37:33,12.0,2.23,Traffic,True,12.0,3081099,4,The product met my expectations.,Customer Service,Neutral,2023-10-22,10.0,22.0,0.45454545454545453,3,True,Medium Delay,Delayed,5-15 min,Low
5504941865,76512976,2024-01-28 02:39:11,2287.68,Wallet,56077,9809,2,28,1,Sunday,540618,1,317.05,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,487.77,35.0,90,28,87,Belgaum,874947,2024-07-27,New,5,279.89,2024-01-28 02:55:11,2024-01-28 03:06:11,11.0,4.45,Traffic,True,11.0,3158837,5,Highly recommended!,App Experience,Positive,2024-01-28,16.0,27.0,0.5925925925925926,1,False,Medium Delay,Delayed,5-15 min,Medium
5868326481,37556526,2024-03-15 21:07:07,1962.35,Wallet,94140,3106,21,15,3,Friday,53833,3,134.69,404.07,Rice,Grocery & Staples,Tella-Master,158.46,15.0,365,26,89,Farrukhabad,243420,2024-06-14,Inactive,18,1200.18,2024-03-15 21:24:07,2024-03-15 21:21:07,-3.0,2.8,On Time,False,0.0,9465932,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-03-15,17.0,14.0,1.2142857142857142,3,True,Low Delay,On Time / Early,0-5 min,Medium
2137046916,12059049,2024-02-03 08:50:32,3373.96,UPI,12377,1007,8,3,2,Saturday,455755,2,44.09,88.18,Detergent,Household Care,Mangal-Sathe,58.79,25.0,365,23,53,Nizamabad,696590,2024-09-23,Regular,17,235.4,2024-02-03 09:03:32,2024-02-03 09:01:32,-2.0,1.78,On Time,False,0.0,8111644,4,"Overall good experience, thank you!",Customer Service,Positive,2024-02-03,13.0,11.0,1.1818181818181819,2,True,Low Delay,On Time / Early,0-5 min,High
8195544338,26199489,2023-04-26 04:03:57,845.71,Wallet,102,3809,4,26,4,Wednesday,131937,1,287.81,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",479.68,40.0,180,18,68,Serampore,555849,2024-07-15,Inactive,11,479.65,2023-04-26 04:20:57,2023-04-26 04:28:57,8.0,1.16,Traffic,True,8.0,121425,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-04-26,17.0,25.0,0.68,1,False,Medium Delay,Delayed,5-15 min,Low
2889700050,84848018,2024-04-30 16:22:26,2706.54,Wallet,45032,78,16,30,4,Tuesday,798639,1,211.25,211.25,Eggs,Dairy & Breakfast,Subramaniam LLC,264.06,20.0,7,12,78,Alappuzha,275189,2023-06-26,Regular,19,557.81,2024-04-30 16:33:26,2024-04-30 16:36:26,3.0,3.07,Traffic,True,3.0,8267419,4,"Average experience, could improve.",Delivery,Neutral,2024-04-30,11.0,14.0,0.7857142857142857,1,False,Low Delay,Delayed,0-5 min,Medium
65827885,47577193,2023-07-27 00:13:05,1132.98,Cash,1108,3817,0,27,7,Thursday,324809,3,608.0,1824.0,Bread,Dairy & Breakfast,Sidhu PLC,760.0,20.0,7,26,76,Dehri,410068,2024-02-05,Premium,16,1578.87,2023-07-27 00:25:05,2023-07-27 00:20:05,-5.0,1.65,On Time,False,0.0,7168244,1,Product was damaged during delivery.,Delivery,Negative,2023-07-27,12.0,7.0,1.7142857142857142,3,False,Low Delay,On Time / Early,0-5 min,Medium
4656471694,60728956,2023-12-09 08:08:08,1525.5,Cash,62782,5739,8,9,12,Saturday,679284,1,877.89,877.89,Cough Syrup,Pharmacy,Pant LLC,1097.36,20.0,365,28,95,Khandwa,785737,2023-06-26,Premium,15,1764.25,2023-12-09 08:27:08,2023-12-09 08:35:08,8.0,3.7,Traffic,True,8.0,2482108,3,Not worth the price I paid.,Customer Service,Negative,2023-12-09,19.0,27.0,0.7037037037037037,1,True,Medium Delay,Delayed,5-15 min,Medium
6625178717,62068277,2023-07-01 04:24:22,5718.09,Card,74906,2130,4,1,7,Saturday,952168,3,236.95,710.8499999999999,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",364.54,35.0,90,28,79,Hosur,397881,2024-03-03,Regular,6,1515.17,2023-07-01 04:40:22,2023-07-01 04:53:22,13.0,4.22,Traffic,True,13.0,3769939,2,Items were missing from my order.,Product Quality,Negative,2023-07-01,16.0,29.0,0.5517241379310345,3,False,Medium Delay,Delayed,5-15 min,High
7169557514,84824280,2023-03-21 05:27:13,2970.9,Card,79516,9535,5,21,3,Tuesday,706112,2,478.79,957.58,Vitamins,Pharmacy,"Magar, Gara and Garg",598.49,20.0,365,12,77,Ongole,989821,2024-05-09,Inactive,17,1752.91,2023-03-21 05:38:13,2023-03-21 05:50:13,12.0,3.28,Traffic,True,12.0,9592296,2,Customer service was not helpful.,Product Quality,Negative,2023-03-21,11.0,23.0,0.4782608695652174,2,False,Medium Delay,Delayed,5-15 min,Medium
2268306684,66742602,2024-05-28 14:59:08,2991.57,Wallet,65733,6847,14,28,5,Tuesday,812607,2,416.65,833.3,Potatoes,Fruits & Vegetables,Rege Group,555.53,25.0,3,11,63,Jalna,749857,2023-07-01,New,14,1981.09,2024-05-28 15:11:08,2024-05-28 15:10:08,-1.0,1.82,On Time,False,0.0,1592958,5,"Overall good experience, thank you!",Delivery,Positive,2024-05-28,12.0,11.0,1.0909090909090908,2,False,Low Delay,On Time / Early,0-5 min,Medium
6905293278,97259564,2024-06-16 10:23:23,1404.68,Cash,53868,4187,10,16,6,Sunday,799952,1,922.64,922.64,Cheese,Dairy & Breakfast,Padmanabhan-Virk,1153.3,20.0,7,13,66,Khammam,14378,2024-02-18,Premium,6,1047.69,2024-06-16 10:36:23,2024-06-16 11:02:23,26.0,0.58,Traffic,True,26.0,2088819,3,"It was okay, nothing special.",Delivery,Neutral,2024-06-16,13.0,39.0,0.3333333333333333,1,True,High Delay,Delayed,15+ min,Medium
1769493463,3292927,2024-06-26 07:13:47,2541.32,Wallet,22954,7071,7,26,6,Wednesday,709916,3,33.76,101.28,Detergent,Household Care,Varkey LLC,45.01,25.0,365,30,88,Rewa,320465,2024-01-12,New,6,1795.72,2024-06-26 07:29:47,2024-06-26 07:24:47,-5.0,1.21,On Time,False,0.0,3567003,2,I had a bad experience.,App Experience,Negative,2024-06-26,16.0,11.0,1.4545454545454546,3,False,Low Delay,On Time / Early,0-5 min,Medium
5003387344,26592009,2024-06-23 10:53:47,2475.69,Wallet,21004,7477,10,23,6,Sunday,67197,3,552.2,1656.6000000000001,Butter,Dairy & Breakfast,Shetty-Bora,690.25,20.0,7,20,79,Adoni,16283,2023-11-02,Premium,14,317.83,2024-06-23 11:05:47,2024-06-23 11:00:47,-5.0,4.52,On Time,False,0.0,2903160,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-06-23,12.0,7.0,1.7142857142857142,3,True,Low Delay,On Time / Early,0-5 min,Medium
2064484752,89995124,2024-05-07 22:42:49,1949.92,Wallet,43022,1116,22,7,5,Tuesday,937542,3,97.04,291.12,Wheat Flour,Grocery & Staples,Khurana and Sons,114.16,15.0,365,28,93,Muzaffarpur,833041,2023-10-29,Premium,6,995.42,2024-05-07 23:00:49,2024-05-07 22:55:49,-5.0,2.29,On Time,False,0.0,7511717,3,The product met my expectations.,Customer Service,Neutral,2024-05-07,18.0,13.0,1.3846153846153846,3,True,Low Delay,On Time / Early,0-5 min,Medium
964822979,88520326,2024-07-13 10:38:00,5804.23,Wallet,42914,7603,10,13,7,Saturday,455755,2,44.09,88.18,Detergent,Household Care,Mangal-Sathe,58.79,25.0,365,23,53,Asansol,37026,2023-11-26,Premium,14,1537.05,2024-07-13 10:49:00,2024-07-13 10:47:00,-2.0,1.09,On Time,False,0.0,1055307,3,Delivery was late and I was unhappy.,Product Quality,Negative,2024-07-13,11.0,9.0,1.2222222222222223,2,True,Low Delay,On Time / Early,0-5 min,High
6037899648,22738465,2024-03-27 17:44:43,1231.03,Cash,59131,914,17,27,3,Wednesday,669378,1,212.14,212.14,Potatoes,Fruits & Vegetables,Chadha and Sons,282.85,25.0,3,23,70,Narasaraopet,890953,2023-07-02,Inactive,16,1903.09,2024-03-27 18:00:43,2024-03-27 18:04:43,4.0,4.56,Traffic,True,4.0,1477592,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-03-27,16.0,20.0,0.8,1,False,Low Delay,Delayed,0-5 min,Medium
9347571484,29562072,2024-11-02 17:15:15,3138.06,Card,88612,9615,17,2,11,Saturday,112390,2,877.98,1755.96,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",1350.74,35.0,365,23,85,Hindupur,976259,2023-08-10,New,10,1449.0,2024-11-02 17:26:15,2024-11-02 17:39:15,13.0,3.29,Traffic,True,13.0,7898352,3,I had a bad experience.,Product Quality,Negative,2024-11-02,11.0,24.0,0.4583333333333333,2,False,Medium Delay,Delayed,5-15 min,High
3286177534,10225164,2023-06-24 23:52:15,3612.26,Wallet,90038,6046,23,24,6,Saturday,891833,1,493.19,493.19,Curd,Dairy & Breakfast,Mani PLC,616.49,20.0,7,11,69,Dehri,625283,2024-09-25,Inactive,20,491.07,2023-06-25 00:09:15,2023-06-25 00:07:15,-2.0,3.07,On Time,False,0.0,8804364,3,The product met my expectations.,Delivery,Neutral,2023-06-25,17.0,15.0,1.1333333333333333,1,False,Low Delay,On Time / Early,0-5 min,High
9073572548,97111069,2023-05-02 23:13:42,1091.89,Card,28575,6542,23,2,5,Tuesday,60619,1,726.41,726.41,Iced Tea,Cold Drinks & Juices,Bhasin LLC,1037.73,30.0,180,10,97,North Dumdum,143574,2024-02-16,Inactive,10,1898.27,2023-05-02 23:25:42,2023-05-02 23:47:42,22.0,4.77,Traffic,True,22.0,1208337,4,The product met my expectations.,Customer Service,Neutral,2023-05-02,12.0,34.0,0.35294117647058826,1,False,High Delay,Delayed,15+ min,Medium
8395583761,1989720,2024-08-04 23:35:44,410.62,UPI,84816,5448,23,4,8,Sunday,561860,3,874.78,2624.34,Orange Juice,Cold Drinks & Juices,Gupta Ltd,1249.69,30.0,180,21,90,Saharanpur,232753,2023-11-10,Inactive,6,239.76,2024-08-04 23:53:44,2024-08-04 23:48:44,-5.0,3.53,On Time,False,0.0,4382390,4,Great prices and fast delivery!,App Experience,Positive,2024-08-04,18.0,13.0,1.3846153846153846,3,False,Low Delay,On Time / Early,0-5 min,Low
6355378227,67092149,2023-08-11 16:52:36,5019.02,UPI,23910,810,16,11,8,Friday,993331,1,102.44,102.44,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",120.52,15.0,365,28,86,Davanagere,619381,2023-12-16,Premium,1,376.48,2023-08-11 17:06:36,2023-08-11 17:05:36,-1.0,3.91,On Time,False,0.0,4858018,4,"Overall good experience, thank you!",Customer Service,Positive,2023-08-11,14.0,13.0,1.0769230769230769,1,False,Low Delay,On Time / Early,0-5 min,High
277376321,89784343,2024-07-28 04:25:12,3694.48,Wallet,78589,3357,4,28,7,Sunday,94225,3,77.11,231.32999999999998,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",102.81,25.0,365,13,70,Dibrugarh,451264,2024-04-02,Premium,11,673.6,2024-07-28 04:45:12,2024-07-28 04:44:12,-1.0,3.85,On Time,False,0.0,2400571,4,Great prices and fast delivery!,App Experience,Positive,2024-07-28,20.0,19.0,1.0526315789473684,3,False,Low Delay,On Time / Early,0-5 min,High
8559748526,45868300,2023-04-05 18:07:19,1152.09,Wallet,93002,2270,18,5,4,Wednesday,552496,1,508.0,508.0,Dish Soap,Household Care,Dhar PLC,677.33,25.0,365,17,59,Ratlam,406941,2023-08-24,Premium,7,584.9,2023-04-05 18:27:19,2023-04-05 18:28:19,1.0,0.94,Traffic,True,1.0,3093140,4,"Average experience, could improve.",App Experience,Neutral,2023-04-05,20.0,21.0,0.9523809523809523,1,True,Low Delay,Delayed,0-5 min,Medium
1458051433,50760752,2024-04-26 09:14:56,1055.18,UPI,61040,7426,9,26,4,Friday,57405,3,607.67,1823.0099999999998,Baby Food,Baby Care,Srinivas PLC,868.1,30.0,365,21,64,Maheshtala,100658,2023-03-17,New,14,1670.47,2024-04-26 09:30:56,2024-04-26 09:26:56,-4.0,2.75,On Time,False,0.0,9407783,4,The product met my expectations.,App Experience,Neutral,2024-04-26,16.0,12.0,1.3333333333333333,3,True,Low Delay,On Time / Early,0-5 min,Medium
5838302640,96795047,2023-05-12 05:46:25,3377.44,UPI,30907,4242,5,12,5,Friday,240179,3,90.56,271.68,Cough Syrup,Pharmacy,Ram-Suri,113.2,20.0,365,20,56,Chittoor,679019,2024-05-03,New,15,1834.19,2023-05-12 06:02:25,2023-05-12 06:09:25,7.0,1.7,Traffic,True,7.0,1180902,4,"It was okay, nothing special.",App Experience,Neutral,2023-05-12,16.0,23.0,0.6956521739130435,3,False,Medium Delay,Delayed,5-15 min,High
1380971977,16561710,2024-06-02 13:04:55,3117.74,Cash,52614,6655,13,2,6,Sunday,602241,3,976.55,2929.6499999999996,Nuts,Snacks & Munchies,Bahl-Pau,1502.38,35.0,90,12,75,Baranagar,881409,2023-09-16,New,12,1043.28,2024-06-02 13:21:55,2024-06-02 13:16:55,-5.0,4.09,On Time,False,0.0,6888502,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-06-02,17.0,12.0,1.4166666666666667,3,False,Low Delay,On Time / Early,0-5 min,High
1221099013,35156679,2023-07-23 10:45:59,4335.11,Wallet,60689,8589,10,23,7,Sunday,131937,1,287.81,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",479.68,40.0,180,18,68,Etawah,954583,2024-01-07,Premium,8,1412.4,2023-07-23 11:01:59,2023-07-23 11:03:59,2.0,3.15,Traffic,True,2.0,8679241,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-07-23,16.0,18.0,0.8888888888888888,1,True,Low Delay,Delayed,0-5 min,High
6771166303,87718744,2023-07-24 04:21:07,816.38,Wallet,98179,2820,4,24,7,Monday,677542,3,212.61,637.83,Toilet Cleaner,Household Care,Thaman-Lanka,283.48,25.0,365,10,52,Bathinda,966966,2023-09-29,Regular,6,863.84,2023-07-24 04:36:07,2023-07-24 04:48:07,12.0,2.55,Traffic,True,12.0,7512781,3,The order was incorrect.,Product Quality,Negative,2023-07-24,15.0,27.0,0.5555555555555556,3,False,Medium Delay,Delayed,5-15 min,Low
7111337755,10524732,2023-05-06 05:52:44,1550.71,Cash,84833,4083,5,6,5,Saturday,888807,3,230.58,691.74,Bread,Dairy & Breakfast,Arya Group,288.23,20.0,7,13,91,Rajahmundry,134704,2023-11-16,Regular,18,1830.92,2023-05-06 06:07:44,2023-05-06 06:04:44,-3.0,3.44,On Time,False,0.0,5356601,4,"Average experience, could improve.",Customer Service,Neutral,2023-05-06,15.0,12.0,1.25,3,False,Low Delay,On Time / Early,0-5 min,Medium
5562922993,62416456,2023-12-06 02:04:19,2292.64,Wallet,73904,418,2,6,12,Wednesday,540618,1,317.05,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,487.77,35.0,90,28,87,Medininagar,121675,2023-09-25,Inactive,18,752.91,2023-12-06 02:14:19,2023-12-06 02:17:19,3.0,1.64,Traffic,True,3.0,9043273,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-12-06,10.0,13.0,0.7692307692307693,1,False,Low Delay,Delayed,0-5 min,Medium
5630957897,69925688,2024-06-18 07:17:42,827.44,Wallet,14408,468,7,18,6,Tuesday,876139,2,415.75,831.5,Pulses,Grocery & Staples,Cherian-Dara,489.12,15.0,365,14,83,Nandyal,920703,2024-02-25,Inactive,20,1350.67,2024-06-18 07:32:42,2024-06-18 07:36:42,4.0,3.92,Traffic,True,4.0,3470106,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-06-18,15.0,19.0,0.7894736842105263,2,False,Low Delay,Delayed,0-5 min,Low
1787380558,5140660,2023-11-08 17:24:58,2066.77,Cash,95835,862,17,8,11,Wednesday,444361,3,822.63,2467.89,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",1028.29,20.0,365,20,71,Akola,164050,2023-08-18,Inactive,17,908.68,2023-11-08 17:43:58,2023-11-08 17:45:58,2.0,2.8,Traffic,True,2.0,5957700,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-11-08,19.0,21.0,0.9047619047619048,3,False,Low Delay,Delayed,0-5 min,Medium
32613017,82594354,2023-03-17 00:20:41,2354.28,Card,77303,3364,0,17,3,Friday,451812,1,530.85,530.85,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",663.56,20.0,365,29,63,Avadi,345071,2024-01-04,Regular,7,321.8,2023-03-17 00:36:41,2023-03-17 00:36:41,0.0,4.0,On Time,False,0.0,8956798,5,"Excellent quality, will buy again!",Delivery,Positive,2023-03-17,16.0,16.0,1.0,1,False,Low Delay,On Time / Early,0-5 min,Medium
2039041670,88324928,2024-11-01 09:45:47,96.33,Wallet,31963,1003,9,1,11,Friday,287070,1,443.17,443.17,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",521.38,15.0,365,20,93,Alappuzha,137999,2023-03-19,Regular,13,340.65,2024-11-01 10:05:47,2024-11-01 10:20:47,15.0,2.12,Traffic,True,15.0,4843776,4,"Average experience, could improve.",Product Quality,Neutral,2024-11-01,20.0,35.0,0.5714285714285714,1,True,Medium Delay,Delayed,5-15 min,Low
210693801,71235336,2024-08-21 03:59:25,3561.22,UPI,14789,4184,3,21,8,Wednesday,432617,3,863.18,2589.54,Baby Wipes,Baby Care,Dora-Pillai,1233.11,30.0,365,17,97,Bokaro,551761,2024-01-30,Regular,16,248.21,2024-08-21 04:10:25,2024-08-21 04:12:25,2.0,2.5,Traffic,True,2.0,8241448,3,Product was damaged during delivery.,Customer Service,Negative,2024-08-21,11.0,13.0,0.8461538461538461,3,False,Low Delay,Delayed,0-5 min,High
8120002258,57833505,2024-01-01 00:05:08,1213.05,Card,61526,6830,0,1,1,Monday,131937,1,287.81,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",479.68,40.0,180,18,68,Thrissur,805070,2024-01-10,New,5,1832.55,2024-01-01 00:15:08,2024-01-01 00:11:08,-4.0,2.43,On Time,False,0.0,1664531,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-01-01,10.0,6.0,1.6666666666666667,1,False,Low Delay,On Time / Early,0-5 min,Medium
2177917034,12402437,2024-02-08 20:03:51,3134.8,Card,75636,4829,20,8,2,Thursday,144124,2,162.67,325.34,Detergent,Household Care,Lalla-Srinivasan,216.89,25.0,365,11,82,Rajahmundry,126465,2024-06-29,New,14,1580.62,2024-02-08 20:16:51,2024-02-08 20:25:51,9.0,0.73,Traffic,True,9.0,4940244,5,Will definitely order again.,App Experience,Positive,2024-02-08,13.0,22.0,0.5909090909090909,2,True,Medium Delay,Delayed,5-15 min,High
4254814926,59890331,2024-04-21 06:14:58,3818.33,Wallet,1761,7830,6,21,4,Sunday,324809,1,608.0,608.0,Bread,Dairy & Breakfast,Sidhu PLC,760.0,20.0,7,26,76,Chennai,382306,2024-11-01,Premium,16,552.68,2024-04-21 06:34:58,2024-04-21 06:33:58,-1.0,1.74,On Time,False,0.0,7165598,3,The packaging was poor.,App Experience,Negative,2024-04-21,20.0,19.0,1.0526315789473684,1,False,Low Delay,On Time / Early,0-5 min,High
6074172790,14944819,2023-07-26 02:15:37,2008.84,Wallet,3481,4057,2,26,7,Wednesday,888807,2,230.58,461.16,Bread,Dairy & Breakfast,Arya Group,288.23,20.0,7,13,91,Anand,469217,2023-11-24,Premium,14,1127.8,2023-07-26 02:26:37,2023-07-26 02:30:37,4.0,2.48,Traffic,True,4.0,4424806,4,Good selection of products.,Customer Service,Positive,2023-07-26,11.0,15.0,0.7333333333333333,2,False,Low Delay,Delayed,0-5 min,Medium
3381573131,67386193,2024-07-16 00:33:21,114.52,Cash,50582,7456,0,16,7,Tuesday,684939,1,727.95,727.95,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",1119.92,35.0,365,22,50,Pali,488313,2024-06-01,Regular,14,1029.98,2024-07-16 00:47:21,2024-07-16 00:42:21,-5.0,4.91,On Time,False,0.0,2074845,1,Delivery was late and I was unhappy.,Delivery,Negative,2024-07-16,14.0,9.0,1.5555555555555556,1,False,Low Delay,On Time / Early,0-5 min,Low
